row_id,original_log,datetime,user_id,transaction_type,amount,currency,location,device
3094,usr:user1037|debit|€65.23|Manchester|2025-06-26 07:42:02|None,2025-06-26 07:42:02,user1037,debit,65.23,EUR,Manchester,Unknown
3095,2025-07-26 15:11:38 | user: user1058 | txn: cashout of €4846.01 from Leeds | device: Huawei P30,2025-07-26 15:11:38,user1058,cashout,4846.01,EUR,Leeds,Huawei P30
3096,17/07/2025 00:53:09 ::: user1034 *** TRANSFER ::: amt:3294.51€ @ Leeds <iPhone 13>,2025-07-17 00:53:09,user1034,transfer,3294.51,EUR,Leeds,iPhone 13
3097,06/07/2025 10:54:29 ::: user1075 *** CASHOUT ::: amt:3311.24€ @ London <Samsung Galaxy S10>,2025-07-06 10:54:29,user1075,cashout,3311.24,EUR,London,Samsung Galaxy S10
3098,user1043 2025-07-04 10:44:18 debit 121.18 None Pixel 6,2025-07-04 10:44:18,user1043,debit,121.18,GBP,Unknown,Pixel 6
3099,2025-06-11 01:59:20 | user: user1064 | txn: deposit of £1431.05 from Cardiff | device: Samsung Galaxy S10,2025-06-11 01:59:20,user1064,deposit,1431.05,GBP,Cardiff,Samsung Galaxy S10
3100,2025-06-28 22:39:50::user1086::withdrawal::4694.86::None::Nokia 3310,2025-06-28 22:39:50,user1086,withdrawal,4694.86,GBP,Unknown,Nokia 3310
3101,2025-06-25 21:52:02 >> [user1097] did purchase - amt=€2849.42 - Liverpool // dev:Nokia 3310,2025-06-25 21:52:02,user1097,purchase,2849.42,EUR,Liverpool,Nokia 3310
3102,28/06/2025 11:30:02 ::: user1071 *** TOP-UP ::: amt:2851.05$ @ Glasgow <None>,2025-06-28 11:30:02,user1071,top-up,2851.05,USD,Glasgow,Unknown
3103,user1086 2025-06-29 19:12:45 deposit 492.71 London Nokia 3310,2025-06-29 19:12:45,user1086,deposit,492.71,GBP,London,Nokia 3310
3104,user1087 2025-07-27 16:48:32 transfer 3501.95 Cardiff Samsung Galaxy S10,2025-07-27 16:48:32,user1087,transfer,3501.95,GBP,Cardiff,Samsung Galaxy S10
3105,20/06/2025 05:45:18 ::: user1004 *** PURCHASE ::: amt:4357.65$ @ Manchester <Nokia 3310>,2025-06-20 05:45:18,user1004,purchase,4357.65,USD,Manchester,Nokia 3310
3106,2025-07-01 23:04:49 >> [user1063] did transfer - amt=$4967.12 - Birmingham // dev:Samsung Galaxy S10,2025-07-01 23:04:49,user1063,transfer,4967.12,USD,Birmingham,Samsung Galaxy S10
3107,user1071 2025-07-04 22:01:26 refund 2645.15 Cardiff None,2025-07-04 22:01:26,user1071,refund,2645.15,GBP,Cardiff,Unknown
3108,2025-06-07 13:48:15::user1043::transfer::1394.13::Cardiff::Pixel 6,2025-06-07 13:48:15,user1043,transfer,1394.13,GBP,Cardiff,Pixel 6
3109,2025-07-15 21:59:18 | user: user1053 | txn: withdrawal of €1534.83 from Liverpool | device: Huawei P30,2025-07-15 21:59:18,user1053,withdrawal,1534.83,EUR,Liverpool,Huawei P30
3110,user1045 2025-07-17 13:02:36 deposit 715.83 London Nokia 3310,2025-07-17 13:02:36,user1045,deposit,715.83,GBP,London,Nokia 3310
3111,2025-07-08 10:30:06 >> [user1047] did transfer - amt=$3753.72 - None // dev:Samsung Galaxy S10,2025-07-08 10:30:06,user1047,transfer,3753.72,USD,Unknown,Samsung Galaxy S10
3112,2025-07-26 05:11:18 >> [user1080] did top-up - amt=€3511.06 - None // dev:None,2025-07-26 05:11:18,user1080,top_up,3511.06,EUR,Unknown,Unknown
3113,2025-07-25 20:20:47 - user=user1046 - action=refund £4332.5 - ATM: Liverpool - device=None,2025-07-25 20:20:47,user1046,refund,4332.5,GBP,Liverpool,Unknown
3114,26/07/2025 15:29:08 ::: user1012 *** CASHOUT ::: amt:4343.51€ @ Birmingham <iPhone 13>,2025-07-26 15:29:08,user1012,cashout,4343.51,EUR,Birmingham,iPhone 13
3115,2025-06-14 20:08:03 | user: user1020 | txn: purchase of $1464.24 from None | device: None,2025-06-14 20:08:03,user1020,purchase,1464.24,USD,Unknown,Unknown
3116,13/06/2025 22:51:16 ::: user1098 *** TOP-UP ::: amt:4862.36€ @ None <Nokia 3310>,2025-06-13 22:51:16,user1098,top-up,4862.36,EUR,Unknown,Nokia 3310
3117,2025-06-29 23:04:19 | user: user1021 | txn: deposit of $4320.23 from London | device: Xiaomi Mi 11,2025-06-29 23:04:19,user1021,deposit,4320.23,USD,London,Xiaomi Mi 11
3118,usr:user1077|purchase|€3249.0|Liverpool|2025-06-14 07:13:28|iPhone 13,2025-06-14 07:13:28,user1077,purchase,3249.0,EUR,Liverpool,iPhone 13
3119,29/06/2025 02:53:12 ::: user1051 *** TRANSFER ::: amt:3871.08£ @ None <Pixel 6>,2025-06-29 02:53:12,user1051,transfer,3871.08,GBP,Unknown,Pixel 6
3120,2025-06-24 19:06:01 - user=user1055 - action=withdrawal €4632.4 - ATM: Cardiff - device=Huawei P30,2025-06-24 19:06:01,user1055,withdrawal,4632.4,EUR,Cardiff,Huawei P30
3121,user1033 2025-07-25 10:57:36 cashout 2441.7 None iPhone 13,2025-07-25 10:57:36,user1033,cashout,2441.7,GBP,Unknown,iPhone 13
3122,11/07/2025 13:17:09 ::: user1098 *** PURCHASE ::: amt:22.72£ @ Liverpool <Nokia 3310>,2025-07-11 13:17:09,user1098,purchase,22.72,GBP,Liverpool,Nokia 3310
3123,usr:user1028|withdrawal|€4456.82|Cardiff|2025-07-21 20:00:00|None,2025-07-21 20:00:00,user1028,withdrawal,4456.82,EUR,Cardiff,Unknown
3124,2025-07-22 19:12:30 >> [user1057] did cashout - amt=€4085.72 - Glasgow // dev:Samsung Galaxy S10,2025-07-22 19:12:30,user1057,cashout,4085.72,EUR,Glasgow,Samsung Galaxy S10
3125,2025-07-20 18:21:03 >> [user1019] did cashout - amt=€2494.33 - Manchester // dev:Pixel 6,2025-07-20 18:21:03,user1019,cashout,2494.33,EUR,Manchester,Pixel 6
3126,usr:user1093|withdrawal|€4259.25|Cardiff|2025-06-01 11:41:41|None,2025-06-01 11:41:41,user1093,withdrawal,4259.25,EUR,Cardiff,Unknown
3127,2025-06-13 13:12:42 | user: user1007 | txn: transfer of $121.11 from Leeds | device: Huawei P30,2025-06-13 13:12:42,user1007,transfer,121.11,USD,Leeds,Huawei P30
3128,2025-07-29 16:33:23 - user=user1069 - action=purchase €728.71 - ATM: Birmingham - device=Nokia 3310,2025-07-29 16:33:23,user1069,purchase,728.71,EUR,Birmingham,Nokia 3310
3129,2025-06-21 09:47:28 - user=user1065 - action=purchase €1871.63 - ATM: London - device=iPhone 13,2025-06-21 09:47:28,user1065,purchase,1871.63,EUR,London,iPhone 13
3130,usr:user1096|withdrawal|€1429.92|Manchester|2025-07-04 22:43:04|iPhone 13,2025-07-04 22:43:04,user1096,withdrawal,1429.92,EUR,Manchester,iPhone 13
3131,2025-07-14 11:18:43 - user=user1085 - action=deposit $3435.83 - ATM: Glasgow - device=None,2025-07-14 11:18:43,user1085,deposit,3435.83,USD,Glasgow,Unknown
3132,user1069 2025-07-16 16:40:50 purchase 211.27 London iPhone 13,2025-07-16 16:40:50,user1069,purchase,211.27,GBP,London,iPhone 13
3133,2025-06-05 11:00:25 - user=user1087 - action=deposit €2024.59 - ATM: Glasgow - device=Xiaomi Mi 11,2025-06-05 11:00:25,user1087,deposit,2024.59,EUR,Glasgow,Xiaomi Mi 11
3134,user1041 2025-07-06 15:27:42 deposit 426.85 None Nokia 3310,2025-07-06 15:27:42,user1041,deposit,426.85,GBP,Unknown,Nokia 3310
3135,2025-07-19 12:25:41 >> [user1029] did top-up - amt=€2896.13 - Glasgow // dev:Pixel 6,2025-07-19 12:25:41,user1029,top_up,2896.13,EUR,Glasgow,Pixel 6
3136,2025-06-13 20:12:40 | user: user1043 | txn: cashout of £329.3 from Birmingham | device: Nokia 3310,2025-06-13 20:12:40,user1043,cashout,329.3,GBP,Birmingham,Nokia 3310
3137,2025-06-16 16:31:05::user1003::top-up::2110.49::Liverpool::None,2025-06-16 16:31:05,user1003,top-up,2110.49,GBP,Liverpool,Unknown
3138,05/07/2025 06:58:04 ::: user1080 *** TOP-UP ::: amt:4759.32£ @ Liverpool <Huawei P30>,2025-07-05 06:58:04,user1080,top-up,4759.32,GBP,Liverpool,Huawei P30
3139,user1045 2025-07-18 11:13:56 withdrawal 333.61 Cardiff Xiaomi Mi 11,2025-07-18 11:13:56,user1045,withdrawal,333.61,GBP,Cardiff,Xiaomi Mi 11
3140,2025-06-14 08:25:46 >> [user1051] did debit - amt=£3024.16 - London // dev:Nokia 3310,2025-06-14 08:25:46,user1051,debit,3024.16,GBP,London,Nokia 3310
3141,2025-07-28 04:58:30::user1043::debit::3769.99::Glasgow::Huawei P30,2025-07-28 04:58:30,user1043,debit,3769.99,GBP,Glasgow,Huawei P30
3142,2025-06-29 13:56:32::user1003::top-up::4055.22::London::Samsung Galaxy S10,2025-06-29 13:56:32,user1003,top-up,4055.22,GBP,London,Samsung Galaxy S10
3143,2025-06-27 06:20:28 | user: user1057 | txn: top-up of $4717.0 from Manchester | device: Samsung Galaxy S10,2025-06-27 06:20:28,user1057,top-up,4717.0,USD,Manchester,Samsung Galaxy S10
3144,2025-06-04 20:57:16 | user: user1074 | txn: debit of £4091.1 from None | device: Samsung Galaxy S10,2025-06-04 20:57:16,user1074,debit,4091.1,GBP,Unknown,Samsung Galaxy S10
3145,2025-06-12 23:52:48 >> [user1064] did transfer - amt=£366.84 - Cardiff // dev:Samsung Galaxy S10,2025-06-12 23:52:48,user1064,transfer,366.84,GBP,Cardiff,Samsung Galaxy S10
3146,user1083 2025-06-23 19:13:35 cashout 1824.46 Leeds Huawei P30,2025-06-23 19:13:35,user1083,cashout,1824.46,GBP,Leeds,Huawei P30
3147,2025-07-18 14:33:37 >> [user1081] did debit - amt=£2034.19 - Leeds // dev:None,2025-07-18 14:33:37,user1081,debit,2034.19,GBP,Leeds,Unknown
3148,2025-07-14 07:42:16::user1012::refund::3895.11::London::None,2025-07-14 07:42:16,user1012,refund,3895.11,GBP,London,Unknown
3149,user1089 2025-07-06 17:13:54 transfer 4680.91 Liverpool Pixel 6,2025-07-06 17:13:54,user1089,transfer,4680.91,GBP,Liverpool,Pixel 6
3150,02/07/2025 05:44:41 ::: user1043 *** TOP-UP ::: amt:982.19$ @ Glasgow <Pixel 6>,2025-07-02 05:44:41,user1043,top-up,982.19,USD,Glasgow,Pixel 6
3151,2025-07-08 16:00:59 | user: user1057 | txn: deposit of $2897.7 from Glasgow | device: None,2025-07-08 16:00:59,user1057,deposit,2897.7,USD,Glasgow,Unknown
3152,2025-07-11 10:44:21 >> [user1008] did withdrawal - amt=$1809.87 - None // dev:Pixel 6,2025-07-11 10:44:21,user1008,withdrawal,1809.87,USD,Unknown,Pixel 6
3153,2025-07-21 12:37:18 - user=user1087 - action=withdrawal $3811.55 - ATM: None - device=Nokia 3310,2025-07-21 12:37:18,user1087,withdrawal,3811.55,USD,Unknown,Nokia 3310
3154,2025-06-29 20:57:06 - user=user1064 - action=top-up €186.67 - ATM: Manchester - device=iPhone 13,2025-06-29 20:57:06,user1064,top-up,186.67,EUR,Manchester,iPhone 13
3155,user1048 2025-06-21 15:48:22 transfer 2095.88 London Samsung Galaxy S10,2025-06-21 15:48:22,user1048,transfer,2095.88,GBP,London,Samsung Galaxy S10
3156,2025-07-07 00:37:21 - user=user1077 - action=transfer €539.88 - ATM: Leeds - device=Xiaomi Mi 11,2025-07-07 00:37:21,user1077,transfer,539.88,EUR,Leeds,Xiaomi Mi 11
3157,user1079 2025-06-08 09:30:43 cashout 1213.09 Leeds Pixel 6,2025-06-08 09:30:43,user1079,cashout,1213.09,GBP,Leeds,Pixel 6
3158,02/07/2025 01:16:20 ::: user1055 *** TRANSFER ::: amt:4086.62$ @ Leeds <Huawei P30>,2025-07-02 01:16:20,user1055,transfer,4086.62,USD,Leeds,Huawei P30
3159,14/07/2025 21:47:42 ::: user1069 *** TRANSFER ::: amt:1552.58€ @ Birmingham <Huawei P30>,2025-07-14 21:47:42,user1069,transfer,1552.58,EUR,Birmingham,Huawei P30
3160,2025-07-01 09:00:47 | user: user1064 | txn: debit of $3349.38 from London | device: iPhone 13,2025-07-01 09:00:47,user1064,debit,3349.38,USD,London,iPhone 13
3161,usr:user1037|transfer|$104.93|London|2025-07-28 02:04:56|iPhone 13,2025-07-28 02:04:56,user1037,transfer,104.93,USD,London,iPhone 13
3162,2025-07-27 02:30:24 | user: user1096 | txn: cashout of $3949.76 from Manchester | device: None,2025-07-27 02:30:24,user1096,cashout,3949.76,USD,Manchester,Unknown
3163,user1017 2025-06-25 15:31:29 top-up 1399.74 None iPhone 13,2025-06-25 15:31:29,user1017,top-up,1399.74,GBP,Unknown,iPhone 13
3164,2025-06-30 11:43:17::user1092::purchase::3648.44::Glasgow::Samsung Galaxy S10,2025-06-30 11:43:17,user1092,purchase,3648.44,GBP,Glasgow,Samsung Galaxy S10
3165,2025-06-14 20:55:51 | user: user1087 | txn: purchase of €1907.57 from Glasgow | device: Nokia 3310,2025-06-14 20:55:51,user1087,purchase,1907.57,EUR,Glasgow,Nokia 3310
3166,2025-07-27 21:24:00 >> [user1077] did withdrawal - amt=£285.27 - London // dev:None,2025-07-27 21:24:00,user1077,withdrawal,285.27,GBP,London,Unknown
3167,usr:user1004|debit|€2605.68|London|2025-06-26 20:30:30|Nokia 3310,2025-06-26 20:30:30,user1004,debit,2605.68,EUR,London,Nokia 3310
3168,usr:user1095|withdrawal|€868.28|Glasgow|2025-07-20 16:35:28|Huawei P30,2025-07-20 16:35:28,user1095,withdrawal,868.28,EUR,Glasgow,Huawei P30
3169,2025-06-24 06:52:47 | user: user1004 | txn: top-up of €2719.23 from Liverpool | device: None,2025-06-24 06:52:47,user1004,top-up,2719.23,EUR,Liverpool,Unknown
3170,user1001 2025-07-11 13:53:18 withdrawal 2559.71 Liverpool Samsung Galaxy S10,2025-07-11 13:53:18,user1001,withdrawal,2559.71,GBP,Liverpool,Samsung Galaxy S10
3171,2025-07-11 11:56:37 >> [user1020] did refund - amt=£3845.75 - Birmingham // dev:Pixel 6,2025-07-11 11:56:37,user1020,refund,3845.75,GBP,Birmingham,Pixel 6
3172,2025-06-12 03:44:03 >> [user1011] did deposit - amt=$182.64 - Glasgow // dev:Pixel 6,2025-06-12 03:44:03,user1011,deposit,182.64,USD,Glasgow,Pixel 6
3173,usr:user1037|transfer|€474.23|Manchester|2025-07-30 03:21:45|Pixel 6,2025-07-30 03:21:45,user1037,transfer,474.23,EUR,Manchester,Pixel 6
3174,2025-06-05 03:01:00::user1000::cashout::3032.41::Leeds::Pixel 6,2025-06-05 03:01:00,user1000,cashout,3032.41,GBP,Leeds,Pixel 6
3175,user1098 2025-07-26 15:35:50 debit 3450.71 None Xiaomi Mi 11,2025-07-26 15:35:50,user1098,debit,3450.71,GBP,Unknown,Xiaomi Mi 11
3176,09/07/2025 19:05:54 ::: user1096 *** TOP-UP ::: amt:123.85€ @ Leeds <Nokia 3310>,2025-07-09 19:05:54,user1096,top-up,123.85,EUR,Leeds,Nokia 3310
3177,user1008 2025-06-01 16:33:27 cashout 860.32 Liverpool Xiaomi Mi 11,2025-06-01 16:33:27,user1008,cashout,860.32,GBP,Liverpool,Xiaomi Mi 11
3178,2025-06-07 17:08:13 >> [user1007] did debit - amt=€2574.1 - London // dev:None,2025-06-07 17:08:13,user1007,debit,2574.1,EUR,London,Unknown
3179,20/06/2025 19:45:23 ::: user1040 *** CASHOUT ::: amt:429.04$ @ Birmingham <Samsung Galaxy S10>,2025-06-20 19:45:23,user1040,cashout,429.04,USD,Birmingham,Samsung Galaxy S10
3180,2025-07-25 11:46:38::user1051::withdrawal::2319.53::Glasgow::Nokia 3310,2025-07-25 11:46:38,user1051,withdrawal,2319.53,GBP,Glasgow,Nokia 3310
3181,usr:user1089|cashout|€1614.26|None|2025-07-29 20:15:41|Xiaomi Mi 11,2025-07-29 20:15:41,user1089,cashout,1614.26,EUR,Unknown,Xiaomi Mi 11
3182,2025-06-14 09:05:06 | user: user1028 | txn: purchase of $4560.76 from London | device: Huawei P30,2025-06-14 09:05:06,user1028,purchase,4560.76,USD,London,Huawei P30
3183,user1011 2025-07-14 01:20:10 refund 624.87 Manchester Nokia 3310,2025-07-14 01:20:10,user1011,refund,624.87,GBP,Manchester,Nokia 3310
3184,23/07/2025 22:45:20 ::: user1047 *** DEBIT ::: amt:2757.63£ @ Manchester <Nokia 3310>,2025-07-23 22:45:20,user1047,debit,2757.63,GBP,Manchester,Nokia 3310
3185,2025-07-21 06:07:57 | user: user1029 | txn: deposit of $3241.79 from Leeds | device: iPhone 13,2025-07-21 06:07:57,user1029,deposit,3241.79,USD,Leeds,iPhone 13
3186,usr:user1092|top-up|£3869.57|Liverpool|2025-07-06 23:41:31|Huawei P30,2025-07-06 23:41:31,user1092,top-up,3869.57,GBP,Liverpool,Huawei P30
3187,2025-06-04 00:41:28 - user=user1069 - action=purchase £3213.16 - ATM: Glasgow - device=iPhone 13,2025-06-04 00:41:28,user1069,purchase,3213.16,GBP,Glasgow,iPhone 13
3188,2025-07-04 06:15:13::user1059::withdrawal::2467.54::London::Xiaomi Mi 11,2025-07-04 06:15:13,user1059,withdrawal,2467.54,GBP,London,Xiaomi Mi 11
3189,2025-06-08 19:14:53 >> [user1089] did transfer - amt=£811.09 - Leeds // dev:None,2025-06-08 19:14:53,user1089,transfer,811.09,GBP,Leeds,Unknown
3190,30/07/2025 21:15:20 ::: user1070 *** PURCHASE ::: amt:100.05£ @ Cardiff <Nokia 3310>,2025-07-30 21:15:20,user1070,purchase,100.05,GBP,Cardiff,Nokia 3310
3191,2025-06-06 09:16:29 >> [user1031] did cashout - amt=€695.33 - None // dev:Huawei P30,2025-06-06 09:16:29,user1031,cashout,695.33,EUR,Unknown,Huawei P30
3192,2025-06-09 22:26:21 - user=user1091 - action=refund €4970.72 - ATM: Birmingham - device=Xiaomi Mi 11,2025-06-09 22:26:21,user1091,refund,4970.72,EUR,Birmingham,Xiaomi Mi 11
3193,2025-06-04 11:23:41 >> [user1046] did withdrawal - amt=€3602.09 - None // dev:Nokia 3310,2025-06-04 11:23:41,user1046,withdrawal,3602.09,EUR,Unknown,Nokia 3310
3194,2025-07-01 05:42:18::user1009::refund::1266.51::Glasgow::Huawei P30,2025-07-01 05:42:18,user1009,refund,1266.51,GBP,Glasgow,Huawei P30
3195,usr:user1068|cashout|€1770.33|Glasgow|2025-06-09 06:55:39|Pixel 6,2025-06-09 06:55:39,user1068,cashout,1770.33,EUR,Glasgow,Pixel 6
3196,2025-07-31 02:09:49::user1033::purchase::3932.96::Glasgow::Pixel 6,2025-07-31 02:09:49,user1033,purchase,3932.96,GBP,Glasgow,Pixel 6
3197,user1014 2025-06-07 01:54:03 cashout 3150.28 None Samsung Galaxy S10,2025-06-07 01:54:03,user1014,cashout,3150.28,GBP,Unknown,Samsung Galaxy S10
3198,05/06/2025 01:39:23 ::: user1040 *** TOP-UP ::: amt:2623.1£ @ Cardiff <Samsung Galaxy S10>,2025-06-05 01:39:23,user1040,top-up,2623.1,GBP,Cardiff,Samsung Galaxy S10
3199,usr:user1097|cashout|€3857.5|Glasgow|2025-07-04 07:18:24|Pixel 6,2025-07-04 07:18:24,user1097,cashout,3857.5,EUR,Glasgow,Pixel 6
3200,2025-06-03 00:56:43::user1029::purchase::4356.47::Leeds::None,2025-06-03 00:56:43,user1029,purchase,4356.47,GBP,Leeds,Unknown
3201,2025-06-19 06:14:34 | user: user1074 | txn: withdrawal of €1780.8 from Cardiff | device: Huawei P30,2025-06-19 06:14:34,user1074,withdrawal,1780.8,EUR,Cardiff,Huawei P30
3202,2025-07-26 09:05:41 >> [user1019] did withdrawal - amt=£256.63 - Cardiff // dev:Samsung Galaxy S10,2025-07-26 09:05:41,user1019,withdrawal,256.63,GBP,Cardiff,Samsung Galaxy S10
3203,2025-07-01 03:40:01::user1017::deposit::2109.13::Birmingham::iPhone 13,2025-07-01 03:40:01,user1017,deposit,2109.13,GBP,Birmingham,iPhone 13
3204,2025-06-21 04:29:22::user1013::transfer::3445.95::London::Huawei P30,2025-06-21 04:29:22,user1013,transfer,3445.95,GBP,London,Huawei P30
3205,2025-06-30 23:19:49::user1031::transfer::4797.15::Cardiff::Samsung Galaxy S10,2025-06-30 23:19:49,user1031,transfer,4797.15,GBP,Cardiff,Samsung Galaxy S10
3206,2025-07-16 08:13:25 >> [user1015] did deposit - amt=$697.21 - Cardiff // dev:Nokia 3310,2025-07-16 08:13:25,user1015,deposit,697.21,USD,Cardiff,Nokia 3310
3207,2025-07-31 00:04:34 - user=user1068 - action=debit $3102.58 - ATM: Glasgow - device=iPhone 13,2025-07-31 00:04:34,user1068,debit,3102.58,USD,Glasgow,iPhone 13
3208,06/06/2025 10:09:48 ::: user1089 *** TRANSFER ::: amt:1195.76$ @ London <Huawei P30>,2025-06-06 10:09:48,user1089,transfer,1195.76,USD,London,Huawei P30
3209,2025-06-25 23:48:12 | user: user1007 | txn: cashout of €4530.65 from Birmingham | device: iPhone 13,2025-06-25 23:48:12,user1007,cashout,4530.65,EUR,Birmingham,iPhone 13
3210,2025-07-18 21:23:21::user1068::top-up::2480.06::Glasgow::None,2025-07-18 21:23:21,user1068,top-up,2480.06,GBP,Glasgow,Unknown
3211,user1089 2025-07-06 02:00:25 refund 1711.77 Cardiff Pixel 6,2025-07-06 02:00:25,user1089,refund,1711.77,GBP,Cardiff,Pixel 6
3212,2025-07-31 01:38:22 >> [user1096] did refund - amt=$1720.76 - Birmingham // dev:Nokia 3310,2025-07-31 01:38:22,user1096,refund,1720.76,USD,Birmingham,Nokia 3310
3213,23/06/2025 01:46:23 ::: user1037 *** DEBIT ::: amt:3492.99$ @ Liverpool <Xiaomi Mi 11>,2025-06-23 01:46:23,user1037,debit,3492.99,USD,Liverpool,Xiaomi Mi 11
3214,usr:user1074|deposit|£2079.25|Glasgow|2025-06-09 08:25:04|Xiaomi Mi 11,2025-06-09 08:25:04,user1074,deposit,2079.25,GBP,Glasgow,Xiaomi Mi 11
3215,2025-07-20 05:03:28::user1031::deposit::4988.44::Manchester::Pixel 6,2025-07-20 05:03:28,user1031,deposit,4988.44,GBP,Manchester,Pixel 6
3216,user1040 2025-06-19 20:57:45 top-up 4816.65 Liverpool Nokia 3310,2025-06-19 20:57:45,user1040,top-up,4816.65,GBP,Liverpool,Nokia 3310
3217,usr:user1046|deposit|$869.83|London|2025-06-19 17:13:21|None,2025-06-19 17:13:21,user1046,deposit,869.83,USD,London,Unknown
3218,09/07/2025 05:00:01 ::: user1068 *** DEPOSIT ::: amt:2556.31€ @ None <Xiaomi Mi 11>,2025-07-09 05:00:01,user1068,deposit,2556.31,EUR,Unknown,Xiaomi Mi 11
3219,user1094 2025-06-20 03:03:05 withdrawal 2120.06 Manchester None,2025-06-20 03:03:05,user1094,withdrawal,2120.06,GBP,Manchester,Unknown
3220,user1070 2025-07-22 02:51:15 withdrawal 3950.71 Birmingham iPhone 13,2025-07-22 02:51:15,user1070,withdrawal,3950.71,GBP,Birmingham,iPhone 13
3221,2025-06-23 05:30:16::user1038::debit::4705.18::Birmingham::iPhone 13,2025-06-23 05:30:16,user1038,debit,4705.18,GBP,Birmingham,iPhone 13
3222,2025-06-25 07:59:25 >> [user1064] did transfer - amt=£4588.51 - Leeds // dev:Xiaomi Mi 11,2025-06-25 07:59:25,user1064,transfer,4588.51,GBP,Leeds,Xiaomi Mi 11
3223,2025-06-11 21:09:38 >> [user1082] did deposit - amt=£4738.27 - Cardiff // dev:Nokia 3310,2025-06-11 21:09:38,user1082,deposit,4738.27,GBP,Cardiff,Nokia 3310
3224,usr:user1020|withdrawal|$1543.57|Manchester|2025-07-03 02:52:08|Pixel 6,2025-07-03 02:52:08,user1020,withdrawal,1543.57,USD,Manchester,Pixel 6
3225,usr:user1092|transfer|$286.86|Glasgow|2025-07-09 06:53:00|Xiaomi Mi 11,2025-07-09 06:53:00,user1092,transfer,286.86,USD,Glasgow,Xiaomi Mi 11
3226,2025-06-15 14:00:16 >> [user1077] did withdrawal - amt=£4295.25 - Liverpool // dev:Nokia 3310,2025-06-15 14:00:16,user1077,withdrawal,4295.25,GBP,Liverpool,Nokia 3310
3227,2025-07-17 20:07:06::user1083::purchase::1277.5::Birmingham::Nokia 3310,2025-07-17 20:07:06,user1083,purchase,1277.5,GBP,Birmingham,Nokia 3310
3228,2025-06-20 03:04:45::user1004::cashout::2333.32::Manchester::iPhone 13,2025-06-20 03:04:45,user1004,cashout,2333.32,GBP,Manchester,iPhone 13
3229,2025-07-02 05:17:57 - user=user1037 - action=withdrawal €3742.69 - ATM: Cardiff - device=Samsung Galaxy S10,2025-07-02 05:17:57,user1037,withdrawal,3742.69,EUR,Cardiff,Samsung Galaxy S10
3230,2025-06-02 22:06:30::user1071::purchase::3234.84::Leeds::None,2025-06-02 22:06:30,user1071,purchase,3234.84,GBP,Leeds,Unknown
3231,user1083 2025-06-08 00:28:04 deposit 3391.34 Birmingham iPhone 13,2025-06-08 00:28:04,user1083,deposit,3391.34,GBP,Birmingham,iPhone 13
3232,2025-06-08 11:39:59::user1020::deposit::4743.67::Liverpool::Xiaomi Mi 11,2025-06-08 11:39:59,user1020,deposit,4743.67,GBP,Liverpool,Xiaomi Mi 11
3233,user1004 2025-07-12 15:04:50 debit 1068.93 Manchester Nokia 3310,2025-07-12 15:04:50,user1004,debit,1068.93,GBP,Manchester,Nokia 3310
3234,02/06/2025 12:25:47 ::: user1097 *** DEPOSIT ::: amt:3718.45€ @ None <Samsung Galaxy S10>,2025-06-02 12:25:47,user1097,deposit,3718.45,EUR,Unknown,Samsung Galaxy S10
3235,2025-06-10 18:54:29 - user=user1043 - action=deposit £2968.93 - ATM: Leeds - device=None,2025-06-10 18:54:29,user1043,deposit,2968.93,GBP,Leeds,Unknown
3236,2025-07-13 18:35:18 | user: user1069 | txn: withdrawal of €1795.57 from None | device: Xiaomi Mi 11,2025-07-13 18:35:18,user1069,withdrawal,1795.57,EUR,Unknown,Xiaomi Mi 11
3237,2025-07-07 13:13:27 >> [user1004] did refund - amt=€1731.94 - Manchester // dev:Huawei P30,2025-07-07 13:13:27,user1004,refund,1731.94,EUR,Manchester,Huawei P30
3238,13/06/2025 13:49:14 ::: user1075 *** REFUND ::: amt:1371.55£ @ London <Nokia 3310>,2025-06-13 13:49:14,user1075,refund,1371.55,GBP,London,Nokia 3310
3239,2025-06-23 18:26:08::user1028::withdrawal::4435.38::Cardiff::Pixel 6,2025-06-23 18:26:08,user1028,withdrawal,4435.38,GBP,Cardiff,Pixel 6
3240,user1075 2025-07-22 05:21:13 transfer 2972.63 Leeds Xiaomi Mi 11,2025-07-22 05:21:13,user1075,transfer,2972.63,GBP,Leeds,Xiaomi Mi 11
3241,2025-06-07 01:08:47 >> [user1069] did purchase - amt=£3243.22 - Cardiff // dev:iPhone 13,2025-06-07 01:08:47,user1069,purchase,3243.22,GBP,Cardiff,iPhone 13
3242,2025-06-16 18:49:38 - user=user1008 - action=cashout $3424.54 - ATM: Birmingham - device=Huawei P30,2025-06-16 18:49:38,user1008,cashout,3424.54,USD,Birmingham,Huawei P30
3243,2025-07-29 10:29:53 - user=user1074 - action=transfer $1201.23 - ATM: Manchester - device=iPhone 13,2025-07-29 10:29:53,user1074,transfer,1201.23,USD,Manchester,iPhone 13
3244,2025-06-23 23:14:28::user1037::transfer::2232.59::London::Nokia 3310,2025-06-23 23:14:28,user1037,transfer,2232.59,GBP,London,Nokia 3310
3245,2025-06-11 21:47:03 - user=user1080 - action=purchase £3426.02 - ATM: Leeds - device=None,2025-06-11 21:47:03,user1080,purchase,3426.02,GBP,Leeds,Unknown
